State,County,Ishispanic,Ethnicity,Ndeath
Mississippi,Pearl river,Hispanic,Asian,0
Mississippi,Pearl river,Hispanic,Other,0
Mississippi,Pearl river,Hispanic,Unknown,0
Mississippi,Pearl river,Unknown,African-American,0
Mississippi,Pearl river,Unknown,White,1
Mississippi,Pearl river,Unknown,American-Indian-Alaska-Native,0
Mississippi,Pearl river,Unknown,Asian,0
Mississippi,Pearl river,Unknown,Other,0
Mississippi,Pearl river,Unknown,Unknown,0
Mississippi,Perry,Total,NA,4
Mississippi,Perry,Non-Hispanic,African-American,1
Mississippi,Perry,Non-Hispanic,White,2
Mississippi,Perry,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Perry,Non-Hispanic,Asian,0
Mississippi,Perry,Non-Hispanic,Other,0
Mississippi,Perry,Non-Hispanic,Unknown,0
Mississippi,Perry,Hispanic,African-American,0
Mississippi,Perry,Hispanic,White,0
Mississippi,Perry,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Perry,Hispanic,Asian,0
Mississippi,Perry,Hispanic,Other,0
Mississippi,Perry,Hispanic,Unknown,0
Mississippi,Perry,Unknown,African-American,0
Mississippi,Perry,Unknown,White,0
Mississippi,Perry,Unknown,American-Indian-Alaska-Native,1
Mississippi,Perry,Unknown,Asian,0
Mississippi,Perry,Unknown,Other,0
Mississippi,Perry,Unknown,Unknown,0
Mississippi,Pike,Total,NA,12
Mississippi,Pike,Non-Hispanic,African-American,4
Mississippi,Pike,Non-Hispanic,White,8
Mississippi,Pike,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pike,Non-Hispanic,Asian,0
Mississippi,Pike,Non-Hispanic,Other,0
Mississippi,Pike,Non-Hispanic,Unknown,0
Mississippi,Pike,Hispanic,African-American,0
Mississippi,Pike,Hispanic,White,0
Mississippi,Pike,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pike,Hispanic,Asian,0
Mississippi,Pike,Hispanic,Other,0
Mississippi,Pike,Hispanic,Unknown,0
Mississippi,Pike,Unknown,African-American,0
Mississippi,Pike,Unknown,White,0
Mississippi,Pike,Unknown,American-Indian-Alaska-Native,0
Mississippi,Pike,Unknown,Asian,0
Mississippi,Pike,Unknown,Other,0
Mississippi,Pike,Unknown,Unknown,0
Mississippi,Pontotoc,Total,NA,6
Mississippi,Pontotoc,Non-Hispanic,African-American,3
Mississippi,Pontotoc,Non-Hispanic,White,1
Mississippi,Pontotoc,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pontotoc,Non-Hispanic,Asian,0
Mississippi,Pontotoc,Non-Hispanic,Other,0
Mississippi,Pontotoc,Non-Hispanic,Unknown,0
Mississippi,Pontotoc,Hispanic,African-American,0
Mississippi,Pontotoc,Hispanic,White,0
Mississippi,Pontotoc,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Pontotoc,Hispanic,Asian,0
Mississippi,Pontotoc,Hispanic,Other,1
Mississippi,Pontotoc,Hispanic,Unknown,1
Mississippi,Pontotoc,Unknown,African-American,0
Mississippi,Pontotoc,Unknown,White,0
Mississippi,Pontotoc,Unknown,American-Indian-Alaska-Native,0
Mississippi,Pontotoc,Unknown,Asian,0
Mississippi,Pontotoc,Unknown,Other,0
Mississippi,Pontotoc,Unknown,Unknown,0
Mississippi,Prentiss,Total,NA,3
Mississippi,Prentiss,Non-Hispanic,African-American,0
Mississippi,Prentiss,Non-Hispanic,White,3
Mississippi,Prentiss,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Prentiss,Non-Hispanic,Asian,0
Mississippi,Prentiss,Non-Hispanic,Other,0
Mississippi,Prentiss,Non-Hispanic,Unknown,0
Mississippi,Prentiss,Hispanic,African-American,0
Mississippi,Prentiss,Hispanic,White,0
Mississippi,Prentiss,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Prentiss,Hispanic,Asian,0
Mississippi,Prentiss,Hispanic,Other,0
Mississippi,Prentiss,Hispanic,Unknown,0
Mississippi,Prentiss,Unknown,African-American,0
Mississippi,Prentiss,Unknown,White,0
Mississippi,Prentiss,Unknown,American-Indian-Alaska-Native,0
Mississippi,Prentiss,Unknown,Asian,0
Mississippi,Prentiss,Unknown,Other,0
Mississippi,Prentiss,Unknown,Unknown,0
Mississippi,Quitman,Total,NA,0
Mississippi,Quitman,Non-Hispanic,African-American,0
Mississippi,Quitman,Non-Hispanic,White,0
Mississippi,Quitman,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Quitman,Non-Hispanic,Asian,0
Mississippi,Quitman,Non-Hispanic,Other,0
Mississippi,Quitman,Non-Hispanic,Unknown,0
Mississippi,Quitman,Hispanic,African-American,0
Mississippi,Quitman,Hispanic,White,0
Mississippi,Quitman,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Quitman,Hispanic,Asian,0
Mississippi,Quitman,Hispanic,Other,0
Mississippi,Quitman,Hispanic,Unknown,0
Mississippi,Quitman,Unknown,African-American,0
Mississippi,Quitman,Unknown,White,0
Mississippi,Quitman,Unknown,American-Indian-Alaska-Native,0
Mississippi,Quitman,Unknown,Asian,0
Mississippi,Quitman,Unknown,Other,0
Mississippi,Quitman,Unknown,Unknown,0
Mississippi,Rankin,Total,NA,12
Mississippi,Rankin,Non-Hispanic,African-American,7
Mississippi,Rankin,Non-Hispanic,White,4
Mississippi,Rankin,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Rankin,Non-Hispanic,Asian,0
Mississippi,Rankin,Non-Hispanic,Other,0
Mississippi,Rankin,Non-Hispanic,Unknown,0
Mississippi,Rankin,Hispanic,African-American,0
Mississippi,Rankin,Hispanic,White,1
Mississippi,Rankin,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Rankin,Hispanic,Asian,0
Mississippi,Rankin,Hispanic,Other,0
Mississippi,Rankin,Hispanic,Unknown,0
Mississippi,Rankin,Unknown,African-American,0
Mississippi,Rankin,Unknown,White,0
Mississippi,Rankin,Unknown,American-Indian-Alaska-Native,0
Mississippi,Rankin,Unknown,Asian,0
Mississippi,Rankin,Unknown,Other,0
Mississippi,Rankin,Unknown,Unknown,0
Mississippi,Scott,Total,NA,15
Mississippi,Scott,Non-Hispanic,African-American,9
Mississippi,Scott,Non-Hispanic,White,4
Mississippi,Scott,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Scott,Non-Hispanic,Asian,0
Mississippi,Scott,Non-Hispanic,Other,0
Mississippi,Scott,Non-Hispanic,Unknown,0
Mississippi,Scott,Hispanic,African-American,0
Mississippi,Scott,Hispanic,White,0
Mississippi,Scott,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Scott,Hispanic,Asian,0
Mississippi,Scott,Hispanic,Other,1
Mississippi,Scott,Hispanic,Unknown,0
Mississippi,Scott,Unknown,African-American,0
Mississippi,Scott,Unknown,White,0
Mississippi,Scott,Unknown,American-Indian-Alaska-Native,0
Mississippi,Scott,Unknown,Asian,0
Mississippi,Scott,Unknown,Other,0
Mississippi,Scott,Unknown,Unknown,1
Mississippi,Sharkey,Total,NA,0
Mississippi,Sharkey,Non-Hispanic,African-American,0
Mississippi,Sharkey,Non-Hispanic,White,0
Mississippi,Sharkey,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Sharkey,Non-Hispanic,Asian,0
Mississippi,Sharkey,Non-Hispanic,Other,0
Mississippi,Sharkey,Non-Hispanic,Unknown,0
Mississippi,Sharkey,Hispanic,African-American,0
Mississippi,Sharkey,Hispanic,White,0
Mississippi,Sharkey,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Sharkey,Hispanic,Asian,0
Mississippi,Sharkey,Hispanic,Other,0
Mississippi,Sharkey,Hispanic,Unknown,0
Mississippi,Sharkey,Unknown,African-American,0
Mississippi,Sharkey,Unknown,White,0
Mississippi,Sharkey,Unknown,American-Indian-Alaska-Native,0
Mississippi,Sharkey,Unknown,Asian,0
Mississippi,Sharkey,Unknown,Other,0
Mississippi,Sharkey,Unknown,Unknown,0
Mississippi,Simpson,Total,NA,3
Mississippi,Simpson,Non-Hispanic,African-American,1
Mississippi,Simpson,Non-Hispanic,White,1
Mississippi,Simpson,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Simpson,Non-Hispanic,Asian,0
Mississippi,Simpson,Non-Hispanic,Other,0
Mississippi,Simpson,Non-Hispanic,Unknown,0
Mississippi,Simpson,Hispanic,African-American,0
Mississippi,Simpson,Hispanic,White,0
Mississippi,Simpson,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Simpson,Hispanic,Asian,0
Mississippi,Simpson,Hispanic,Other,0
Mississippi,Simpson,Hispanic,Unknown,0
Mississippi,Simpson,Unknown,African-American,0
Mississippi,Simpson,Unknown,White,1
Mississippi,Simpson,Unknown,American-Indian-Alaska-Native,0
Mississippi,Simpson,Unknown,Asian,0
Mississippi,Simpson,Unknown,Other,0
Mississippi,Simpson,Unknown,Unknown,0
Mississippi,Smith,Total,NA,11
Mississippi,Smith,Non-Hispanic,African-American,7
Mississippi,Smith,Non-Hispanic,White,4
Mississippi,Smith,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Smith,Non-Hispanic,Asian,0
Mississippi,Smith,Non-Hispanic,Other,0
Mississippi,Smith,Non-Hispanic,Unknown,0
Mississippi,Smith,Hispanic,African-American,0
Mississippi,Smith,Hispanic,White,0
Mississippi,Smith,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Smith,Hispanic,Asian,0
Mississippi,Smith,Hispanic,Other,0
Mississippi,Smith,Hispanic,Unknown,0
Mississippi,Smith,Unknown,African-American,0
Mississippi,Smith,Unknown,White,0
Mississippi,Smith,Unknown,American-Indian-Alaska-Native,0
Mississippi,Smith,Unknown,Asian,0
Mississippi,Smith,Unknown,Other,0
Mississippi,Smith,Unknown,Unknown,0
Mississippi,Stone,Total,NA,1
Mississippi,Stone,Non-Hispanic,African-American,0
Mississippi,Stone,Non-Hispanic,White,0
Mississippi,Stone,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Stone,Non-Hispanic,Asian,0
Mississippi,Stone,Non-Hispanic,Other,0
Mississippi,Stone,Non-Hispanic,Unknown,0
Mississippi,Stone,Hispanic,African-American,0
Mississippi,Stone,Hispanic,White,0
Mississippi,Stone,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Stone,Hispanic,Asian,0
Mississippi,Stone,Hispanic,Other,0
Mississippi,Stone,Hispanic,Unknown,0
Mississippi,Stone,Unknown,African-American,0
Mississippi,Stone,Unknown,White,0
Mississippi,Stone,Unknown,American-Indian-Alaska-Native,0
Mississippi,Stone,Unknown,Asian,0
Mississippi,Stone,Unknown,Other,1
Mississippi,Stone,Unknown,Unknown,0
Mississippi,Sunflower,Total,NA,6
Mississippi,Sunflower,Non-Hispanic,African-American,4
Mississippi,Sunflower,Non-Hispanic,White,1
Mississippi,Sunflower,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Sunflower,Non-Hispanic,Asian,0
Mississippi,Sunflower,Non-Hispanic,Other,0
Mississippi,Sunflower,Non-Hispanic,Unknown,0
Mississippi,Sunflower,Hispanic,African-American,0
Mississippi,Sunflower,Hispanic,White,0
Mississippi,Sunflower,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Sunflower,Hispanic,Asian,0
Mississippi,Sunflower,Hispanic,Other,0
Mississippi,Sunflower,Hispanic,Unknown,0
Mississippi,Sunflower,Unknown,African-American,1
Mississippi,Sunflower,Unknown,White,0
Mississippi,Sunflower,Unknown,American-Indian-Alaska-Native,0
Mississippi,Sunflower,Unknown,Asian,0
Mississippi,Sunflower,Unknown,Other,0
Mississippi,Sunflower,Unknown,Unknown,0
Mississippi,Tallahatchie,Total,NA,3
Mississippi,Tallahatchie,Non-Hispanic,African-American,1
Mississippi,Tallahatchie,Non-Hispanic,White,1
Mississippi,Tallahatchie,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tallahatchie,Non-Hispanic,Asian,0
Mississippi,Tallahatchie,Non-Hispanic,Other,0
Mississippi,Tallahatchie,Non-Hispanic,Unknown,0
Mississippi,Tallahatchie,Hispanic,African-American,0
Mississippi,Tallahatchie,Hispanic,White,0
Mississippi,Tallahatchie,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tallahatchie,Hispanic,Asian,0
Mississippi,Tallahatchie,Hispanic,Other,0
Mississippi,Tallahatchie,Hispanic,Unknown,0
Mississippi,Tallahatchie,Unknown,African-American,0
Mississippi,Tallahatchie,Unknown,White,1
Mississippi,Tallahatchie,Unknown,American-Indian-Alaska-Native,0
Mississippi,Tallahatchie,Unknown,Asian,0
Mississippi,Tallahatchie,Unknown,Other,0
Mississippi,Tallahatchie,Unknown,Unknown,0
Mississippi,Tate,Total,NA,7
Mississippi,Tate,Non-Hispanic,African-American,3
Mississippi,Tate,Non-Hispanic,White,4
Mississippi,Tate,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tate,Non-Hispanic,Asian,0
Mississippi,Tate,Non-Hispanic,Other,0
Mississippi,Tate,Non-Hispanic,Unknown,0
Mississippi,Tate,Hispanic,African-American,0
Mississippi,Tate,Hispanic,White,0
Mississippi,Tate,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tate,Hispanic,Asian,0
Mississippi,Tate,Hispanic,Other,0
Mississippi,Tate,Hispanic,Unknown,0
Mississippi,Tate,Unknown,African-American,0
Mississippi,Tate,Unknown,White,0
Mississippi,Tate,Unknown,American-Indian-Alaska-Native,0
Mississippi,Tate,Unknown,Asian,0
Mississippi,Tate,Unknown,Other,0
Mississippi,Tate,Unknown,Unknown,0
Mississippi,Tippah,Total,NA,11
Mississippi,Tippah,Non-Hispanic,African-American,8
Mississippi,Tippah,Non-Hispanic,White,3
Mississippi,Tippah,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tippah,Non-Hispanic,Asian,0
Mississippi,Tippah,Non-Hispanic,Other,0
Mississippi,Tippah,Non-Hispanic,Unknown,0
Mississippi,Tippah,Hispanic,African-American,0
Mississippi,Tippah,Hispanic,White,0
Mississippi,Tippah,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tippah,Hispanic,Asian,0
Mississippi,Tippah,Hispanic,Other,0
Mississippi,Tippah,Hispanic,Unknown,0
Mississippi,Tippah,Unknown,African-American,0
Mississippi,Tippah,Unknown,White,0
Mississippi,Tippah,Unknown,American-Indian-Alaska-Native,0
Mississippi,Tippah,Unknown,Asian,0
Mississippi,Tippah,Unknown,Other,0
Mississippi,Tippah,Unknown,Unknown,0
Mississippi,Tishomingo,Total,NA,1
Mississippi,Tishomingo,Non-Hispanic,African-American,0
Mississippi,Tishomingo,Non-Hispanic,White,1
Mississippi,Tishomingo,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tishomingo,Non-Hispanic,Asian,0
Mississippi,Tishomingo,Non-Hispanic,Other,0
Mississippi,Tishomingo,Non-Hispanic,Unknown,0
Mississippi,Tishomingo,Hispanic,African-American,0
Mississippi,Tishomingo,Hispanic,White,0
Mississippi,Tishomingo,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tishomingo,Hispanic,Asian,0
Mississippi,Tishomingo,Hispanic,Other,0
Mississippi,Tishomingo,Hispanic,Unknown,0
Mississippi,Tishomingo,Unknown,African-American,0
Mississippi,Tishomingo,Unknown,White,0
Mississippi,Tishomingo,Unknown,American-Indian-Alaska-Native,0
Mississippi,Tishomingo,Unknown,Asian,0
Mississippi,Tishomingo,Unknown,Other,0
Mississippi,Tishomingo,Unknown,Unknown,0
Mississippi,Tunica,Total,NA,3
Mississippi,Tunica,Non-Hispanic,African-American,2
Mississippi,Tunica,Non-Hispanic,White,1
Mississippi,Tunica,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tunica,Non-Hispanic,Asian,0
Mississippi,Tunica,Non-Hispanic,Other,0
Mississippi,Tunica,Non-Hispanic,Unknown,0
Mississippi,Tunica,Hispanic,African-American,0
Mississippi,Tunica,Hispanic,White,0
Mississippi,Tunica,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Tunica,Hispanic,Asian,0
Mississippi,Tunica,Hispanic,Other,0
Mississippi,Tunica,Hispanic,Unknown,0
Mississippi,Tunica,Unknown,African-American,0
Mississippi,Tunica,Unknown,White,0
Mississippi,Tunica,Unknown,American-Indian-Alaska-Native,0
Mississippi,Tunica,Unknown,Asian,0
Mississippi,Tunica,Unknown,Other,0
Mississippi,Tunica,Unknown,Unknown,0
Mississippi,Union,Total,NA,9
Mississippi,Union,Non-Hispanic,African-American,3
Mississippi,Union,Non-Hispanic,White,4
Mississippi,Union,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Union,Non-Hispanic,Asian,0
Mississippi,Union,Non-Hispanic,Other,0
Mississippi,Union,Non-Hispanic,Unknown,0
Mississippi,Union,Hispanic,African-American,0
Mississippi,Union,Hispanic,White,0
Mississippi,Union,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Union,Hispanic,Asian,0
Mississippi,Union,Hispanic,Other,0
Mississippi,Union,Hispanic,Unknown,0
Mississippi,Union,Unknown,African-American,0
Mississippi,Union,Unknown,White,2
Mississippi,Union,Unknown,American-Indian-Alaska-Native,0
Mississippi,Union,Unknown,Asian,0
Mississippi,Union,Unknown,Other,0
Mississippi,Union,Unknown,Unknown,0
Mississippi,Walthall,Total,NA,4
Mississippi,Walthall,Non-Hispanic,African-American,0
Mississippi,Walthall,Non-Hispanic,White,4
Mississippi,Walthall,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Walthall,Non-Hispanic,Asian,0
Mississippi,Walthall,Non-Hispanic,Other,0
Mississippi,Walthall,Non-Hispanic,Unknown,0
Mississippi,Walthall,Hispanic,African-American,0
Mississippi,Walthall,Hispanic,White,0
Mississippi,Walthall,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Walthall,Hispanic,Asian,0
Mississippi,Walthall,Hispanic,Other,0
Mississippi,Walthall,Hispanic,Unknown,0
Mississippi,Walthall,Unknown,African-American,0
Mississippi,Walthall,Unknown,White,0
Mississippi,Walthall,Unknown,American-Indian-Alaska-Native,0
Mississippi,Walthall,Unknown,Asian,0
Mississippi,Walthall,Unknown,Other,0
Mississippi,Walthall,Unknown,Unknown,0
Mississippi,Warren,Total,NA,17
Mississippi,Warren,Non-Hispanic,African-American,4
Mississippi,Warren,Non-Hispanic,White,9
Mississippi,Warren,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Warren,Non-Hispanic,Asian,0
Mississippi,Warren,Non-Hispanic,Other,0
Mississippi,Warren,Non-Hispanic,Unknown,0
Mississippi,Warren,Hispanic,African-American,0
Mississippi,Warren,Hispanic,White,0
Mississippi,Warren,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Warren,Hispanic,Asian,0
Mississippi,Warren,Hispanic,Other,0
Mississippi,Warren,Hispanic,Unknown,0
Mississippi,Warren,Unknown,African-American,1
Mississippi,Warren,Unknown,White,2
Mississippi,Warren,Unknown,American-Indian-Alaska-Native,0
Mississippi,Warren,Unknown,Asian,0
Mississippi,Warren,Unknown,Other,0
Mississippi,Warren,Unknown,Unknown,1
Mississippi,Washington,Total,NA,9
Mississippi,Washington,Non-Hispanic,African-American,9
Mississippi,Washington,Non-Hispanic,White,0
Mississippi,Washington,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Washington,Non-Hispanic,Asian,0
Mississippi,Washington,Non-Hispanic,Other,0
Mississippi,Washington,Non-Hispanic,Unknown,0
Mississippi,Washington,Hispanic,African-American,0
Mississippi,Washington,Hispanic,White,0
Mississippi,Washington,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Washington,Hispanic,Asian,0
Mississippi,Washington,Hispanic,Other,0
Mississippi,Washington,Hispanic,Unknown,0
Mississippi,Washington,Unknown,African-American,0
Mississippi,Washington,Unknown,White,0
Mississippi,Washington,Unknown,American-Indian-Alaska-Native,0
Mississippi,Washington,Unknown,Asian,0
Mississippi,Washington,Unknown,Other,0
Mississippi,Washington,Unknown,Unknown,0
Mississippi,Wayne,Total,NA,12
Mississippi,Wayne,Non-Hispanic,African-American,9
Mississippi,Wayne,Non-Hispanic,White,1
Mississippi,Wayne,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Wayne,Non-Hispanic,Asian,0
Mississippi,Wayne,Non-Hispanic,Other,0
Mississippi,Wayne,Non-Hispanic,Unknown,0
Mississippi,Wayne,Hispanic,African-American,0
Mississippi,Wayne,Hispanic,White,0
Mississippi,Wayne,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Wayne,Hispanic,Asian,0
Mississippi,Wayne,Hispanic,Other,0
Mississippi,Wayne,Hispanic,Unknown,0
Mississippi,Wayne,Unknown,African-American,0
Mississippi,Wayne,Unknown,White,2
Mississippi,Wayne,Unknown,American-Indian-Alaska-Native,0
Mississippi,Wayne,Unknown,Asian,0
Mississippi,Wayne,Unknown,Other,0
Mississippi,Wayne,Unknown,Unknown,0
Mississippi,Webster,Total,NA,10
Mississippi,Webster,Non-Hispanic,African-American,3
Mississippi,Webster,Non-Hispanic,White,7
Mississippi,Webster,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Webster,Non-Hispanic,Asian,0
Mississippi,Webster,Non-Hispanic,Other,0
Mississippi,Webster,Non-Hispanic,Unknown,0
Mississippi,Webster,Hispanic,African-American,0
Mississippi,Webster,Hispanic,White,0
Mississippi,Webster,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Webster,Hispanic,Asian,0
Mississippi,Webster,Hispanic,Other,0
Mississippi,Webster,Hispanic,Unknown,0
Mississippi,Webster,Unknown,African-American,0
Mississippi,Webster,Unknown,White,0
Mississippi,Webster,Unknown,American-Indian-Alaska-Native,0
Mississippi,Webster,Unknown,Asian,0
Mississippi,Webster,Unknown,Other,0
Mississippi,Webster,Unknown,Unknown,0
Mississippi,Wilkinson,Total,NA,9
Mississippi,Wilkinson,Non-Hispanic,African-American,8
Mississippi,Wilkinson,Non-Hispanic,White,1
Mississippi,Wilkinson,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Wilkinson,Non-Hispanic,Asian,0
Mississippi,Wilkinson,Non-Hispanic,Other,0
Mississippi,Wilkinson,Non-Hispanic,Unknown,0
Mississippi,Wilkinson,Hispanic,African-American,0
Mississippi,Wilkinson,Hispanic,White,0
Mississippi,Wilkinson,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Wilkinson,Hispanic,Asian,0
Mississippi,Wilkinson,Hispanic,Other,0
Mississippi,Wilkinson,Hispanic,Unknown,0
Mississippi,Wilkinson,Unknown,African-American,0
Mississippi,Wilkinson,Unknown,White,0
Mississippi,Wilkinson,Unknown,American-Indian-Alaska-Native,0
Mississippi,Wilkinson,Unknown,Asian,0
Mississippi,Wilkinson,Unknown,Other,0
Mississippi,Wilkinson,Unknown,Unknown,0
Mississippi,Winston,Total,NA,5
Mississippi,Winston,Non-Hispanic,African-American,4
Mississippi,Winston,Non-Hispanic,White,1
Mississippi,Winston,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Winston,Non-Hispanic,Asian,0
Mississippi,Winston,Non-Hispanic,Other,0
Mississippi,Winston,Non-Hispanic,Unknown,0
Mississippi,Winston,Hispanic,African-American,0
Mississippi,Winston,Hispanic,White,0
Mississippi,Winston,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Winston,Hispanic,Asian,0
Mississippi,Winston,Hispanic,Other,0
Mississippi,Winston,Hispanic,Unknown,0
Mississippi,Winston,Unknown,African-American,0
Mississippi,Winston,Unknown,White,0
Mississippi,Winston,Unknown,American-Indian-Alaska-Native,0
Mississippi,Winston,Unknown,Asian,0
Mississippi,Winston,Unknown,Other,0
Mississippi,Winston,Unknown,Unknown,0
Mississippi,Yalobusha,Total,NA,7
Mississippi,Yalobusha,Non-Hispanic,African-American,2
Mississippi,Yalobusha,Non-Hispanic,White,3
Mississippi,Yalobusha,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Yalobusha,Non-Hispanic,Asian,0
Mississippi,Yalobusha,Non-Hispanic,Other,0
Mississippi,Yalobusha,Non-Hispanic,Unknown,0
Mississippi,Yalobusha,Hispanic,African-American,0
Mississippi,Yalobusha,Hispanic,White,1
Mississippi,Yalobusha,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Yalobusha,Hispanic,Asian,0
Mississippi,Yalobusha,Hispanic,Other,0
Mississippi,Yalobusha,Hispanic,Unknown,0
Mississippi,Yalobusha,Unknown,African-American,1
Mississippi,Yalobusha,Unknown,White,0
Mississippi,Yalobusha,Unknown,American-Indian-Alaska-Native,0
Mississippi,Yalobusha,Unknown,Asian,0
Mississippi,Yalobusha,Unknown,Other,0
Mississippi,Yalobusha,Unknown,Unknown,0
Mississippi,Yazoo,Total,NA,6
Mississippi,Yazoo,Non-Hispanic,African-American,3
Mississippi,Yazoo,Non-Hispanic,White,3
Mississippi,Yazoo,Non-Hispanic,American-Indian-Alaska-Native,0
Mississippi,Yazoo,Non-Hispanic,Asian,0
Mississippi,Yazoo,Non-Hispanic,Other,0
Mississippi,Yazoo,Non-Hispanic,Unknown,0
Mississippi,Yazoo,Hispanic,African-American,0
Mississippi,Yazoo,Hispanic,White,0
Mississippi,Yazoo,Hispanic,American-Indian-Alaska-Native,0
Mississippi,Yazoo,Hispanic,Asian,0
Mississippi,Yazoo,Hispanic,Other,0
Mississippi,Yazoo,Hispanic,Unknown,0
Mississippi,Yazoo,Unknown,African-American,0
Mississippi,Yazoo,Unknown,White,0
Mississippi,Yazoo,Unknown,American-Indian-Alaska-Native,0
Mississippi,Yazoo,Unknown,Asian,0
Mississippi,Yazoo,Unknown,Other,0
Mississippi,Yazoo,Unknown,Unknown,0
